id,sex,age,edu,drink
10923,male,45-54,university diploma below bachelor's degree,2-3 times a week
10924,male,15-24,less than high school diploma,never drink
10925,male,25-34,university diploma above bachelor's degree,once or twice in the past month
10926,male,65-74,university diploma above bachelor's degree,not in the past month
10927,male,55-64,college diploma,not in the past month
10928,female,25-34,college diploma,2-3 times a week
10929,female,75&over,high school diploma,4-6 times a week
10930,male,55-64,less than high school diploma,everyday
10931,male,45-54,bachelor's degree ,2-3 times a week
10932,female,55-64,university diploma above bachelor's degree,2-3 times a week
10933,female,75&over,high school diploma,never drink
10934,female,65-74,high school diploma,once a week
10935,female,65-74,university diploma below bachelor's degree,once or twice in the past month
10936,female,45-54,university diploma below bachelor's degree,never drink
10937,female,35-44,bachelor's degree ,not in the past month
10938,female,55-64,university diploma above bachelor's degree,2-3 times a week
10939,female,35-44,bachelor's degree ,once or twice in the past month
10940,female,55-64,high school diploma,not in the past month
10941,male,15-24,high school diploma,not in the past month
10942,male,35-44,university diploma below bachelor's degree,2-3 times a week
10943,male,55-64,college diploma,once or twice in the past month
10944,male,75&over,high school diploma,2-3 times a week
10945,male,25-34,high school diploma,2-3 times a week
10946,female,25-34,bachelor's degree ,not in the past month
10947,female,75&over,bachelor's degree ,once a week
10948,male,35-44,trade certificate,once or twice in the past month
10949,female,25-34,bachelor's degree ,once or twice in the past month
10950,male,75&over,university diploma below bachelor's degree,never drink
10951,male,25-34,trade certificate,once a week
10952,female,65-74,university diploma above bachelor's degree,not in the past month
10953,male,45-54,high school diploma,not in the past month
10954,male,65-74,university diploma above bachelor's degree,2-3 times a week
10955,female,25-34,bachelor's degree ,once or twice in the past month
10956,male,45-54,high school diploma,once or twice in the past month
10957,male,25-34,bachelor's degree ,2-3 times a week
10958,male,45-54,college diploma,4-6 times a week
10959,female,65-74,trade certificate,never drink
10960,female,25-34,bachelor's degree ,once or twice in the past month
10961,female,75&over,less than high school diploma,not in the past month
10962,female,55-64,high school diploma,2-3 times a week
10963,female,45-54,college diploma,once or twice in the past month
10964,female,25-34,college diploma,never drink
10965,male,75&over,less than high school diploma,not in the past month
10966,male,35-44,trade certificate,2-3 times a week
10967,female,55-64,high school diploma,once or twice in the past month
10968,male,75&over,less than high school diploma,2-3 times a week
10969,male,25-34,bachelor's degree ,once a week
10970,male,35-44,university diploma above bachelor's degree,2-3 times a week
10971,male,65-74,college diploma,2-3 times a week
10972,female,45-54,bachelor's degree ,not in the past month
10973,male,65-74,less than high school diploma,never drink
10974,female,15-24,less than high school diploma,2-3 times a week
10975,male,45-54,trade certificate,once a week
10976,female,45-54,bachelor's degree ,never drink
10977,male,25-34,college diploma,never drink
10978,female,55-64,less than high school diploma,not in the past month
10979,male,55-64,bachelor's degree ,2-3 times a week
10980,female,65-74,university diploma above bachelor's degree,4-6 times a week
10981,female,45-54,college diploma,once or twice in the past month
10982,male,35-44,bachelor's degree ,4-6 times a week
10983,female,45-54,high school diploma,once a week
10984,female,15-24,high school diploma,once or twice in the past month
10985,female,75&over,high school diploma,once or twice in the past month
10986,male,65-74,bachelor's degree ,once a week
10987,female,65-74,less than high school diploma,never drink
10988,female,55-64,high school diploma,never drink
10989,female,55-64,don't know,never drink
10990,male,45-54,college diploma,not in the past month
10991,female,65-74,high school diploma,2-3 times a week
10992,male,35-44,university diploma above bachelor's degree,once a week
10993,male,65-74,high school diploma,4-6 times a week
10994,male,45-54,bachelor's degree ,once or twice in the past month
10995,male,55-64,less than high school diploma,once or twice in the past month
10996,female,25-34,high school diploma,once a week
10997,male,75&over,high school diploma,once a week
10998,female,55-64,less than high school diploma,never drink
10999,female,55-64,trade certificate,once or twice in the past month
11000,male,45-54,university diploma above bachelor's degree,once a week
11001,male,75&over,less than high school diploma,not in the past month
11002,male,15-24,university diploma below bachelor's degree,once or twice in the past month
11003,female,65-74,college diploma,not in the past month
11004,female,25-34,university diploma above bachelor's degree,not in the past month
11005,female,55-64,high school diploma,once a week
11006,female,65-74,less than high school diploma,everyday
11007,male,35-44,less than high school diploma,once a week
11008,male,55-64,bachelor's degree ,4-6 times a week
11009,male,35-44,high school diploma,not in the past month
11010,male,45-54,university diploma above bachelor's degree,once a week
11011,male,25-34,college diploma,once or twice in the past month
11012,female,15-24,college diploma,not in the past month
11013,female,55-64,high school diploma,once or twice in the past month
11014,male,35-44,university diploma above bachelor's degree,never drink
11015,male,65-74,high school diploma,never drink
11016,female,25-34,bachelor's degree ,not in the past month
11017,female,25-34,university diploma below bachelor's degree,2-3 times a week
11018,male,25-34,trade certificate,2-3 times a week
11019,female,25-34,high school diploma,2-3 times a week
11020,male,35-44,university diploma above bachelor's degree,2-3 times a week
11021,male,35-44,bachelor's degree ,2-3 times a week
11022,male,25-34,high school diploma,2-3 times a week
11023,female,35-44,bachelor's degree ,once or twice in the past month
11024,female,75&over,college diploma,once or twice in the past month
11025,female,55-64,college diploma,4-6 times a week
11026,male,55-64,high school diploma,once or twice in the past month
11027,female,65-74,college diploma,everyday
11028,male,55-64,university diploma above bachelor's degree,everyday
11029,female,65-74,high school diploma,not in the past month
11030,male,45-54,college diploma,once or twice in the past month
11031,male,45-54,high school diploma,once or twice in the past month
11032,female,45-54,high school diploma,2-3 times a week
11033,male,65-74,trade certificate,once or twice in the past month
11034,female,55-64,less than high school diploma,not in the past month
11035,female,45-54,college diploma,2-3 times a week
11036,female,65-74,bachelor's degree ,4-6 times a week
11037,male,75&over,high school diploma,once or twice in the past month
11038,female,55-64,college diploma,once or twice in the past month
11039,female,65-74,college diploma,not in the past month
11040,female,25-34,high school diploma,not in the past month
11041,male,35-44,trade certificate,once or twice in the past month
11042,female,15-24,high school diploma,once a week
11043,female,35-44,college diploma,2-3 times a week
11044,female,65-74,college diploma,once or twice in the past month
11045,female,65-74,college diploma,once or twice in the past month
11046,male,65-74,high school diploma,everyday
11047,male,45-54,less than high school diploma,never drink
11048,male,25-34,bachelor's degree ,once a week
11049,male,55-64,high school diploma,2-3 times a week
11050,female,55-64,less than high school diploma,never drink
11051,male,45-54,university diploma above bachelor's degree,2-3 times a week
11052,female,55-64,college diploma,once or twice in the past month
11053,female,55-64,college diploma,2-3 times a week
11054,female,65-74,college diploma,not in the past month
